Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
Nowoczesny Apartament 54 m2|Fitness,Sauna,Si³ownia;4 300 z³;https://www.otodom.pl/pl/oferta/nowoczesny-apartament-54-m2-fitness-sauna-silownia-ID4o8pe.html;4;2;apartamentowiec;54 m?;;biuro nieruchomoœci;700 z³/miesi¹c
Sadyba ,3 oddzielne pokoje,oddzielna widna kuchnia,balkon-Na³êczowska;4 500 z³;https://olx.pl/d/oferta/sadyba-3-oddzielne-pokoje-oddzielna-widna-kuchnia-balkon-naleczowska-CID3-IDYbklk.html;3;3 pokoje;Blok;75 m?;Tak;Firmowe;1 z³
Kawalerka 26m? Jana Paw³a II 55  5 piêtro  NOWOLIPKI;2 050 z³;https://olx.pl/d/oferta/kawalerka-26m-jana-pawla-ii-55-5-pietro-nowolipki-CID3-IDYqmBV.html;5;Kawalerka;Blok;26 m?;Tak;Prywatne;450 z³
Osiedle Bliska Wola, studio z balkonem, klimatyzacja;3 000 z³;https://olx.pl/d/oferta/osiedle-bliska-wola-studio-z-balkonem-klimatyzacja-CID3-IDYiAQk.html;3;Kawalerka;Apartamentowiec;23 m?;Tak;Firmowe;1 z³
Okolice ul. Solidarnoœci ul. Wolnoœæ , 2 pokojowe z gara¿em w cenie;3 500 z³;https://olx.pl/d/oferta/okolice-ul-solidarnosci-ul-wolnosc-2-pokojowe-z-garazem-w-cenie-CID3-IDYpD8g.html;6;2 pokoje;Apartamentowiec;64 m?;Tak;Firmowe;1 z³
Stylowe mieszkanie przy pl. Unii Lubelski;3 700 z³;https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-przy-pl-unii-lubelski-ID4okPd.html;5/5;2;kamienica;38 m?;;prywatny;600 z³/miesi¹c
Mieszkanie 2pokojowe na Karolkowej;4 500 z³;https://olx.pl/d/oferta/mieszkanie-2pokojowe-na-karolkowej-CID3-IDYqmlF.html;2;2 pokoje;Blok;47 m?;Tak;Prywatne;500 z³
Bia³o³êka Trakt Nadwiœlañski 2 pokoje nowe mieszkanie gara¿ bezpoœr.;3 000 z³;https://olx.pl/d/oferta/bialoleka-trakt-nadwislanski-2-pokoje-nowe-mieszkanie-garaz-bezposr-CID3-IDXGnCE.html;;2 pokoje;Blok;46 m?;Tak;Prywatne;850 z³
Wynajmê ³adne mieszkanie 57 m na ¯oliborzu przy Metrze Dworzec Gdañski;3 200 z³;https://olx.pl/d/oferta/wynajme-ladne-mieszkanie-57-m-na-zoliborzu-przy-metrze-dworzec-gdanski-CID3-IDYkUra.html;2;2 pokoje;Kamienica;57 m?;Tak;Prywatne;1 z³
Strzelecka 44-Praga-P³n, kawalerka, WSM, Przyjazne dla zwierz¹t;1 900 z³;https://olx.pl/d/oferta/strzelecka-44-praga-pln-kawalerka-wsm-przyjazne-dla-zwierzat-CID3-IDYqmbg.html;2;Kawalerka;Kamienica;18 m?;Tak;Firmowe;350 z³
Klimatyczna kawalerka ko³o zieleni na Sadybie;2 500 z³;https://olx.pl/d/oferta/klimatyczna-kawalerka-kolo-zieleni-na-sadybie-CID3-IDQmNxc.html;9;Kawalerka;Blok;25 m?;Tak;Prywatne;500 z³
Estetyczne mieszkanie 2pokoje ul. Okiñskiego obok/ ¯wirki /Grójecka;2 800 z³;https://olx.pl/d/oferta/estetyczne-mieszkanie-2pokoje-ul-okinskiego-obok-zwirki-grojecka-CID3-IDYgA3n.html;3;2 pokoje;Blok;36 m?;Tak;Prywatne;800 z³
Do wynajêcia mieszkanie 54 mkw na Mokotowie;4 500 z³;https://olx.pl/d/oferta/do-wynajecia-mieszkanie-54-mkw-na-mokotowie-CID3-IDSXyaq.html;Parter;2 pokoje;Blok;54 m?;Tak;Prywatne;600 z³
2-pok, 30m2, Metro Rac³awicka, bezpoœrednio;2 200 z³;https://olx.pl/d/oferta/2-pok-30m2-metro-raclawicka-bezposrednio-CID3-IDKm3HM.html;Suterena;2 pokoje;Kamienica;30 m?;Tak;Prywatne;1 z³
Du¿e i przyjazne zwierzakom na Ochocie!;3 100 z³;https://olx.pl/d/oferta/duze-i-przyjazne-zwierzakom-na-ochocie-CID3-IDYi3WZ.html;3;2 pokoje;Kamienica;55 m?;Tak;Firmowe;640 z³
Kawalerka ul. Grochowska 332;2 000 z³;https://olx.pl/d/oferta/kawalerka-ul-grochowska-332-CID3-IDYqlZo.html;Parter;Kawalerka;Kamienica;21 m?;Tak;Prywatne;1 z³
Mieszkanie Ochota, 1-go Sierpnia;2 000 z³;https://olx.pl/d/oferta/mieszkanie-ochota-1-go-sierpnia-CID3-IDPhU8U.html;1;Kawalerka;Blok;22 m?;Tak;Prywatne;500 z³
Mieszkanie 2-pokojowe 36m2 z balkonem;3 500 z³;https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-36m2-z-balkonem-ID4kw6y.html;;2;blok;36 m?;;deweloper;
Mieszkanie do wynajêcia - Ochota, Warszawa;3 350 z³;https://olx.pl/d/oferta/mieszkanie-do-wynajecia-ochota-warszawa-CID3-IDYqlLX.html;3;2 pokoje;Blok;53 m?;Tak;Prywatne;3 300 z³
3 pokojowe mieszkanie Mokotów ul. Konstruktorska;5 500 z³;https://olx.pl/d/oferta/3-pokojowe-mieszkanie-mokotow-ul-konstruktorska-CID3-IDYgpzI.html;2;3 pokoje;Apartamentowiec;65 m?;Tak;Prywatne;800 z³
Mieszkanie 44m do wynajêcia Warszawa Œródmieœcie;3 800 z³;https://olx.pl/d/oferta/mieszkanie-44m-do-wynajecia-warszawa-srodmiescie-CID3-IDJBKql.html;4;2 pokoje;Kamienica;44 m?;Tak;Prywatne;600 z³
Dwa zamykane pokoje, oddzielna kuchnia, IIp., c.o. ju¿ w cenie czynszu;2 800 z³;https://olx.pl/d/oferta/dwa-zamykane-pokoje-oddzielna-kuchnia-iip-c-o-juz-w-cenie-czynszu-CID3-IDKvDeD.html;2;2 pokoje;Blok;36 m?;Tak;Prywatne;1 z³
Dwupokojowe mieszkanie na Pradze Po³udnie;3 700 z³;https://olx.pl/d/oferta/dwupokojowe-mieszkanie-na-pradze-poludnie-CID3-IDYqlzA.html;2;2 pokoje;Blok;35,60 m?;Tak;Firmowe;1 z³
mieszkanie 2 pokoje, 42m, Goc³aw Osiedle Saska;3 000 z³;https://olx.pl/d/oferta/mieszkanie-2-pokoje-42m-goclaw-osiedle-saska-CID3-IDY5LiB.html;4;2 pokoje;Apartamentowiec;42 m?;Tak;Prywatne;560 z³
Wynajmê pilnie Kawalerka Ursus 30m2 w Parku Czechowickim;2 100 z³;https://olx.pl/d/oferta/wynajme-pilnie-kawalerka-ursus-30m2-w-parku-czechowickim-CID3-IDYfjQC.html;1;Kawalerka;Kamienica;30 m?;Tak;Prywatne;1 z³
Mieszkanie 43m2 Bemowo Szeligowska;4 000 z³;https://olx.pl/d/oferta/mieszkanie-43m2-bemowo-szeligowska-CID3-IDYlHED.html;2;2 pokoje;Blok;43 m?;Tak;Prywatne;1 z³
Nowoczesny apartament 52 m2, Mokotów, Obrze¿na;4 300 z³;https://www.otodom.pl/pl/oferta/nowoczesny-apartament-52-m2-mokotow-obrzezna-ID4oOet.html;3/9;2;apartamentowiec;52 m?;;prywatny;700 z³/miesi¹c
Wynajmê mieszkanie Bia³o³êka Pas³êcka 4 pokoje Wynajem;3 900 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-bialoleka-paslecka-4-pokoje-wynajem-CID3-IDSISHD.html;3;4 i wiêcej;Apartamentowiec;94 m?;Tak;Prywatne;1 200 z³
2 pok. z osobn¹ kuchni¹ Sródmieœcie Pd. Powiœle;3 200 z³;https://www.otodom.pl/pl/oferta/2-pok-z-osobna-kuchnia-srodmiescie-pd-powisle-ID4jIVI.html;3/4;2;blok;38 m?;;prywatny;650 z³/miesi¹c
Wynajmê mieszkanie 70m2 ,blisko placu bankowego;4 800 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-70m2-blisko-placu-bankowego-CID3-IDYqkSt.html;Parter;4 i wiêcej;Blok;70 m?;Tak;Prywatne;1 z³
Wysoki Standard! 2 nieprzechodnich pokoje! Gara¿! Od zaraz !;3 900 z³;https://olx.pl/d/oferta/wysoki-standard-2-nieprzechodnich-pokoje-garaz-od-zaraz-CID3-IDYqkXb.html;1;2 pokoje;Blok;54 m?;Tak;Firmowe;650 z³
Mieszkanie do wynajêcia ul.Heroldów Warszawa;4 500 z³;https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-ul-heroldow-warszawa-ID4oPVv.html;1;2;blok;62 m?;;prywatny;
Wynajmê kawalerkê ¯oliborz-Bielany;2 400 z³;https://olx.pl/d/oferta/wynajme-kawalerke-zoliborz-bielany-CID3-IDLQqJT.html;1;Kawalerka;Blok;28 m?;Tak;Prywatne;540 z³
Wynajmê kawalerkê po generalnym remoncie;2 700 z³;https://olx.pl/d/oferta/wynajme-kawalerke-po-generalnym-remoncie-CID3-IDYqkEn.html;3;Kawalerka;Blok;26,50 m?;Tak;Prywatne;400 z³
Mieszkanie 2 pokojowe na Wola;3 000 z³;https://olx.pl/d/oferta/mieszkanie-2-pokojowe-na-wola-CID3-IDYq6vu.html;2;2 pokoje;Apartamentowiec;40 m?;Tak;Prywatne;650 z³
Wynajmê komfortowe mieszkanie o pow. 70 m2,  na os. Wiœlany Mokotów V.;5 600 z³;https://olx.pl/d/oferta/wynajme-komfortowe-mieszkanie-o-pow-70-m2-na-os-wislany-mokotow-v-CID3-IDPc0Ft.html;1;3 pokoje;Apartamentowiec;70 m?;Tak;Prywatne;1 z³
2 pokoje Miasteczko Wilanow nowe;3 700 z³;https://olx.pl/d/oferta/2-pokoje-miasteczko-wilanow-nowe-CID3-IDYohjj.html;3;2 pokoje;Apartamentowiec;47 m?;Tak;Prywatne;772 z³
!!! SUPER lokalizacja !!!  PLAC KONSTYTUCJI -  Marsza³kowska 53;2 500 z³;https://olx.pl/d/oferta/super-lokalizacja-plac-konstytucji-marszalkowska-53-CID3-IDP8nqa.html;7;Kawalerka;Kamienica;28 m?;Tak;Prywatne;400 z³
APARTAMENT PREMIUM – Platinum Towers – Grzybowska 61 - 45 m2 – najem;6 400 z³;https://olx.pl/d/oferta/apartament-premium-platinum-towers-grzybowska-61-45-m2-najem-CID3-IDYmgMX.html;3;2 pokoje;Apartamentowiec;45 m?;Tak;Prywatne;1 400 z³
Mieszkanie do wynajêcia, 19 dzielnica, 2 pokojowe;5 700 z³;https://olx.pl/d/oferta/mieszkanie-do-wynajecia-19-dzielnica-2-pokojowe-CID3-IDXZ6kj.html;9;2 pokoje;Apartamentowiec;52,50 m?;Tak;Prywatne;1 z³
Mieszkanie 2-pokojowe;4 000 z³;https://olx.pl/d/oferta/mieszkanie-2-pokojowe-CID3-IDYohOr.html;Parter;2 pokoje;Apartamentowiec;44 m?;Tak;Prywatne;600 z³
Apartament 2-pok. Siedmiogrodzka 3 Wola metro;4 800 z³;https://www.otodom.pl/pl/oferta/apartament-2-pok-siedmiogrodzka-3-wola-metro-ID4eEl2.html;3;2;apartamentowiec;49 m?;;prywatny;900 z³/miesi¹c
Wynajme bezposrednio Stary Mokotów/Metro Rac³awicka/Direct Rent;4 500 z³;https://olx.pl/d/oferta/wynajme-bezposrednio-stary-mokotow-metro-raclawicka-direct-rent-CID3-IDI38Mo.html;1;2 pokoje;Blok;63 m?;Tak;Prywatne;650 z³
Saska Kêpa, mieszkanie 2 pokoje z kuchni¹ do wynajecia od 1.02;3 900 z³;https://olx.pl/d/oferta/saska-kepa-mieszkanie-2-pokoje-z-kuchnia-do-wynajecia-od-1-02-CID3-IDYqjIN.html;Parter;2 pokoje;Apartamentowiec;49,50 m?;Tak;Prywatne;800 z³
Mieszkanie 2 pokoje z oddzieln¹ kuchni¹ 44 m2, Bielany;2 900 z³;https://olx.pl/d/oferta/mieszkanie-2-pokoje-z-oddzielna-kuchnia-44-m2-bielany-CID3-IDYmyFP.html;1;2 pokoje;Blok;45 m?;Tak;Prywatne;600 z³
Wynajmê kawalerkê;3 000 z³;https://olx.pl/d/oferta/wynajme-kawalerke-CID3-IDYqjEQ.html;2;Kawalerka;Kamienica;29 m?;Tak;Prywatne;500 z³
Nowoczesne dwa pokoje na Promienistej;3 550 z³;https://www.otodom.pl/pl/oferta/nowoczesne-dwa-pokoje-na-promienistej-ID4oHOH.html;1/2;2;blok;35,42 m?;;biuro nieruchomoœci;700 z³/miesi¹c
Bezp 62m umebl mieszkanie balkon, Wola blisko centrum ul.Wolnoœæ metro;3 000 z³;https://olx.pl/d/oferta/bezp-62m-umebl-mieszkanie-balkon-wola-blisko-centrum-ul-wolnosc-metro-CID3-IDYjU64.html;2;2 pokoje;Blok;62 m?;Tak;Prywatne;1 200 z³
4-Pokoje | Bez prowizji | Pohoskiego 1 | Pets friendly;5 400 z³;https://olx.pl/d/oferta/4-pokoje-bez-prowizji-pohoskiego-1-pets-friendly-CID3-IDYjScA.html;6;4 i wiêcej;Blok;60 m?;Tak;Prywatne;800 z³
Trzypokojowe mieszkanie 64m2 na Goc³awiu;3 500 z³;https://olx.pl/d/oferta/trzypokojowe-mieszkanie-64m2-na-goclawiu-CID3-IDY8UIb.html;2;3 pokoje;Blok;64 m?;Tak;Prywatne;1 000 z³
Wynajem mieszkania;3 300 z³;https://olx.pl/d/oferta/wynajem-mieszkania-CID3-IDXus19.html;3;2 pokoje;Blok;40 m?;Tak;Prywatne;600 z³
Apartamentowiec | Wola | 3 pok. | Oddzielna kuch.;4 000 z³;https://www.otodom.pl/pl/oferta/apartamentowiec-wola-3-pok-oddzielna-kuch-ID4oLl5.html;1/7;3;apartamentowiec;61 m?;;prywatny;700 z³/miesi¹c
4-Pokoje | Bez prowizji | Pohoskiego 1 | Pets friendly;5 400 z³;https://olx.pl/d/oferta/4-pokoje-bez-prowizji-pohoskiego-1-pets-friendly-CID3-IDYjScA.html;6;4 i wiêcej;Blok;60 m?;Tak;Prywatne;800 z³
Jasna i cicha kawalerka 29m2 z balkonem, Warszawa Wola ul.Obozowa;2 300 z³;https://olx.pl/d/oferta/jasna-i-cicha-kawalerka-29m2-z-balkonem-warszawa-wola-ul-obozowa-CID3-IDYqjhP.html;5;Kawalerka;Apartamentowiec;29 m?;Tak;Firmowe;490 z³
2-pokoje | Metro Wilanowska | Bezpoœrednio;3 700 z³;https://olx.pl/d/oferta/2-pokoje-metro-wilanowska-bezposrednio-CID3-IDYjQP3.html;7;2 pokoje;Blok;34 m?;Tak;Prywatne;450 z³
Mieszkanie w centrum Ul.  Marsza³kowska;3 900 z³;https://olx.pl/d/oferta/mieszkanie-w-centrum-ul-marszalkowska-CID3-IDEcyad.html;2;Kawalerka;Blok;40 m?;Tak;Prywatne;1 z³
Kawalerka do wynajêcia Warszawa Mokotów / Postêpu / Cybernetyki;2 600 z³;https://olx.pl/d/oferta/kawalerka-do-wynajecia-warszawa-mokotow-postepu-cybernetyki-CID3-IDYoiIZ.html;4;Kawalerka;Apartamentowiec;24 m?;Tak;Prywatne;600 z³
Komfortowe, 4 pokoje+pralnia+garderoba, odnowione;4 500 z³;https://www.otodom.pl/pl/oferta/komfortowe-4-pokoje-pralnia-garderoba-odnowione-ID4nP7v.html;1/3;4;blok;90 m?;;prywatny;1 100 z³/miesi¹c
Kawalerkê na spokojnym, strze¿onym osiedlu Lewandów Park II.;2 200 z³;https://olx.pl/d/oferta/kawalerke-na-spokojnym-strzezonym-osiedlu-lewandow-park-ii-CID3-IDY46AF.html;2;Kawalerka;Blok;30 m?;Tak;Prywatne;420 z³
Nowoczesna kawalerka Ursus-Skorosze;2 200 z³;https://olx.pl/d/oferta/nowoczesna-kawalerka-ursus-skorosze-CID3-IDRR02c.html;Parter;Kawalerka;Blok;34 m?;Tak;Prywatne;550 z³
Mieszkanie Muranów Warszawa;4 200 z³;https://olx.pl/d/oferta/mieszkanie-muranow-warszawa-CID3-IDYqiX1.html;8;2 pokoje;Blok;53 m?;Tak;Prywatne;640 z³
DU¯E NOWE 3p|65m2|¯upnicza 28|Pets OK|Bez prowizji;4 571 z³;https://www.otodom.pl/pl/oferta/duze-nowe-3p-65m2-zupnicza-28-pets-ok-bez-prowizji-ID4o6Ww.html;2/6;2;blok;65 m?;;prywatny;649 z³/miesi¹c
Piekny apartament przy ul.Pieknej 35m2 Srodmiescie;4 200 z³;https://olx.pl/d/oferta/piekny-apartament-przy-ul-pieknej-35m2-srodmiescie-CID3-IDVxueQ.html;4;2 pokoje;Kamienica;35 m?;Tak;Prywatne;1 z³
Apartament przy Browarach Warszawskich 2 pokoje;6 800 z³;https://www.otodom.pl/pl/oferta/apartament-przy-browarach-warszawskich-2-pokoje-ID2POKp.html;6/8;2;apartamentowiec;50 m?;;prywatny;600 z³/miesi¹c
Mokotow du¿a Kawalerka/ Nowoczesna/ Ogrodek/ maly pies/kot!;3 000 z³;https://olx.pl/d/oferta/mokotow-duza-kawalerka-nowoczesna-ogrodek-maly-pies-kot-CID3-IDK4wd5.html;Parter;Kawalerka;Apartamentowiec;25 m?;Tak;Prywatne;1 z³
Eleganckie 3p NOWE 57m2|Pets OK|Od zaraz|¯upnicza;4 261 z³;https://www.otodom.pl/pl/oferta/eleganckie-3p-nowe-57m2-pets-ok-od-zaraz-zupnicza-ID4nUIn.html;5/6;3;apartamentowiec;56 m?;;prywatny;571 z³/miesi¹c
NOWE 2-pokojowe| PRAGA| ¯upnicza 28| od 9.02;3 282 z³;https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-praga-zupnicza-28-od-9-02-ID4nWtJ.html;2/6;2;apartamentowiec;39 m?;;prywatny;396 z³/miesi¹c
2pokojowe nowe mieszkanie ul. Lazurowa, z gara¿em, osobna kuchnia;3 000 z³;https://olx.pl/d/oferta/2pokojowe-nowe-mieszkanie-ul-lazurowa-z-garazem-osobna-kuchnia-CID3-IDTM16F.html;1;2 pokoje;Blok;55 m?;Tak;Prywatne;700 z³
Przytulne 4-pokojowe mieszkanie+Gara¿ / Taras 12m2;5 000 z³;https://www.otodom.pl/pl/oferta/przytulne-4-pokojowe-mieszkanie-garaz-taras-12m2-ID4oqIh.html;5/5;4;blok;76 m?;;biuro nieruchomoœci;1 000 z³/miesi¹c
Na biuro Warszawa Œródmieœcie Wola Centrum metro;3 997,50 z³;https://www.otodom.pl/pl/oferta/na-biuro-warszawa-srodmiescie-wola-centrum-metro-ID4ogV5.html;8;1;apartamentowiec;20 m?;;biuro nieruchomoœci;
Studio 31m z oddzieln¹ kuchni¹ i panoram¹ Warszawy;3 500 z³;https://www.otodom.pl/pl/oferta/studio-31m-z-oddzielna-kuchnia-i-panorama-warszawy-ID4kWSb.html;> 10/17;1;apartamentowiec;31,5 m?;;prywatny;250 z³/miesi¹c
Nowoczesne mieszkanie 3 pok. przy Alei Krakowskiej;4 500 z³;https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-3-pok-przy-alei-krakowskiej-ID4oPRQ.html;2/3;3;blok;65 m?;;biuro nieruchomoœci;1 000 z³/miesi¹c
Mieszkanie 65m 3 pokoje taniej o 1000z³ w zamian za pracê;2 000 z³;https://olx.pl/d/oferta/mieszkanie-65m-3-pokoje-taniej-o-1000zl-w-zamian-za-prace-CID3-IDYjH2s.html;2;3 pokoje;Kamienica;65 m?;Tak;Prywatne;600 z³
Atrakcyjne mieszkanie metro Pole Mokotowskie- OD ZARAZ;3 500 z³;https://olx.pl/d/oferta/atrakcyjne-mieszkanie-metro-pole-mokotowskie-od-zaraz-CID3-IDYiV8a.html;8;2 pokoje;Blok;38 m?;Tak;Prywatne;600 z³
2 pokoje Bielany, gara¿ w cenie, 2017 rok;3 600 z³;https://olx.pl/d/oferta/2-pokoje-bielany-garaz-w-cenie-2017-rok-CID3-IDY6Mjc.html;5;2 pokoje;Blok;40 m?;Tak;Prywatne;600 z³
2 oddzielne pokoje, 46 m na Woli - bezpoœrednio od 01.02.2024;3 500 z³;https://olx.pl/d/oferta/2-oddzielne-pokoje-46-m-na-woli-bezposrednio-od-01-02-2024-CID3-IDHUAgt.html;4;2 pokoje;Apartamentowiec;46 m?;Nie;Prywatne;1 z³
BEZPOŒREDNIO kawalerka 27m2 po remoncie, nowa klima, METRO WAWRZYSZEW;2 300 z³;https://olx.pl/d/oferta/bezposrednio-kawalerka-27m2-po-remoncie-nowa-klima-metro-wawrzyszew-CID3-IDYlnpo.html;Poddasze;Kawalerka;Blok;27 m?;Tak;Prywatne;500 z³
Wynajmê mieszkanie 2 pokoje 100m od Metra P³ocka;2 800 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-2-pokoje-100m-od-metra-plocka-CID3-IDLkYLN.html;6;2 pokoje;Blok;36,60 m?;Tak;Prywatne;800 z³
Kawalerka 28m ul. Graniczna 1/2 pokoje bezpoœredno;4 500 z³;https://www.otodom.pl/pl/oferta/kawalerka-28m-ul-graniczna-1-2-pokoje-bezposredno-ID4oPRZ.html;1/11;1;blok;28 m?;;prywatny;
2 pokojowe 48 m2 Tarchomin gara¿,  piwnica w cenie, nowe;3 500 z³;https://olx.pl/d/oferta/2-pokojowe-48-m2-tarchomin-garaz-piwnica-w-cenie-nowe-CID3-IDY4tkC.html;5;2 pokoje;Apartamentowiec;48 m?;Tak;Prywatne;800 z³
Warszawa Ursynów ul. Pustu³eczki, Bezpoœrednio;6 000 z³;https://www.otodom.pl/pl/oferta/warszawa-ursynow-ul-pustuleczki-bezposrednio-ID4nL5U.html;1/3;4;blok;113 m?;;prywatny;1 700 z³/miesi¹c
Trzypokojowe (79mkw) mieszkanie na Woli;5 500 z³;https://olx.pl/d/oferta/trzypokojowe-79mkw-mieszkanie-na-woli-CID3-IDXO7Pv.html;4;3 pokoje;Blok;79,12 m?;Tak;Firmowe;1 z³
Bliska Wola, nowe, 3 pokoje, recepcja 24h;7 900 z³;https://www.otodom.pl/pl/oferta/bliska-wola-nowe-3-pokoje-recepcja-24h-ID4onAl.html;1/4;3;plomba;60 m?;;biuro nieruchomoœci;1 000 z³/miesi¹c
Do wynajecia 2 pokojowe mieszkanie, Przy Agorze, Bielany;2 900 z³;https://olx.pl/d/oferta/do-wynajecia-2-pokojowe-mieszkanie-przy-agorze-bielany-CID3-IDYqhBg.html;3;2 pokoje;Blok;50 m?;Tak;Prywatne;1 100 z³
Komfortowe 3 pokoje w centrum biznesowego Mokotowa;6 900 z³;https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-w-centrum-biznesowego-mokotowa-ID4oKfP.html;5/6;3;apartamentowiec;51 m?;;biuro nieruchomoœci;1 000 z³/miesi¹c
Kawalerka od zaraz!;2 800 z³;https://www.otodom.pl/pl/oferta/kawalerka-od-zaraz-ID4oPRr.html;1/10;1;blok;27 m?;;biuro nieruchomoœci;450 z³/miesi¹c
Mieszkanie 35 m2, Ochota, ul.Nowickiego 10   (ENG, DE, FR);2 600 z³;https://olx.pl/d/oferta/mieszkanie-35-m2-ochota-ul-nowickiego-10-eng-de-fr-CID3-IDYqh7n.html;3;2 pokoje;Blok;35 m?;Tak;Prywatne;640 z³
Mieszkanie Warszawa Ochota 2 pokojowe wynajmê od Lutego;3 000 z³;https://olx.pl/d/oferta/mieszkanie-warszawa-ochota-2-pokojowe-wynajme-od-lutego-CID3-IDYqh4Q.html;4;2 pokoje;Blok;38 m?;Tak;Prywatne;500 z³
1 pokój 37 m2  loggia  gara¿  Ochota  ul. Sierpiñskiego/Grójecka;3 000 z³;https://olx.pl/d/oferta/1-pokoj-37-m2-loggia-garaz-ochota-ul-sierpinskiego-grojecka-CID3-IDLLPsg.html;5;Kawalerka;Blok;37 m?;Tak;Firmowe;1 z³
Mieszkanie do wynajêcia, 19 dzielnica, 2 pokojowe;5 700 z³;https://olx.pl/d/oferta/mieszkanie-do-wynajecia-19-dzielnica-2-pokojowe-CID3-IDXZ6kj.html;9;2 pokoje;Apartamentowiec;52,50 m?;Tak;Prywatne;1 z³
Mieszkanie na wynajem przy lesie bródnowskim, Targówek, 53m2;2 600 z³;https://olx.pl/d/oferta/mieszkanie-na-wynajem-przy-lesie-brodnowskim-targowek-53m2-CID3-IDMVnY9.html;Parter;2 pokoje;Blok;53 m?;Tak;Prywatne;700 z³
2 pokoje od zaraz!;3 500 z³;https://www.otodom.pl/pl/oferta/2-pokoje-od-zaraz-ID4oPRh.html;4/4;2;blok;67 m?;;biuro nieruchomoœci;700 z³/miesi¹c
2 pokoje od lutego!;3 300 z³;https://www.otodom.pl/pl/oferta/2-pokoje-od-lutego-ID4oPRa.html;5/10;2;blok;50 m?;;biuro nieruchomoœci;770 z³/miesi¹c
2 pokojowe 43m, Osiedle Piaski, BEZPOŒREDNIO;3 500 z³;https://www.otodom.pl/pl/oferta/2-pokojowe-43m-osiedle-piaski-bezposrednio-ID4oPRn.html;7/10;2;blok;43 m?;;prywatny;800 z³/miesi¹c
Nowa kawalerka, Ochota, ul. Grójecka, Triton;2 750 z³;https://www.otodom.pl/pl/oferta/nowa-kawalerka-ochota-ul-grojecka-triton-ID3MoXC.html;7/10;1;apartamentowiec;24 m?;;prywatny;400 z³/miesi¹c
Mieszkanie na wynajem.;2 500 z³;https://olx.pl/d/oferta/mieszkanie-na-wynajem-CID3-IDNjn8P.html;3;Kawalerka;Blok;31 m?;Tak;Prywatne;650 z³
Obozowa 70-odœwie¿ona i przestronna kawalerka, tereny zielone;2 200 z³;https://olx.pl/d/oferta/obozowa-70-odswiezona-i-przestronna-kawalerka-tereny-zielone-CID3-IDY6h84.html;1;Kawalerka;Kamienica;29 m?;Tak;Firmowe;700 z³
Bogus³awskiego 19-komfortowe 2 pokoje, dostêpne od rêki;2 200 z³;https://olx.pl/d/oferta/boguslawskiego-19-komfortowe-2-pokoje-dostepne-od-reki-CID3-IDY6gAl.html;1;2 pokoje;Blok;46 m?;Tak;Firmowe;830 z³
Opaczewska 42-jasne, 2-pokojowe, miejsce postojowe,Ochota/Szczêœliwice;3 000 z³;https://olx.pl/d/oferta/opaczewska-42-jasne-2-pokojowe-miejsce-postojowe-ochota-szczesliwice-CID3-IDY0DYU.html;1;2 pokoje;Apartamentowiec;55 m?;Tak;Firmowe;1 340 z³
Trojañska 16-tania i jasna kawalerka przy lotnisku Chopina;1 550 z³;https://olx.pl/d/oferta/trojanska-16-tania-i-jasna-kawalerka-przy-lotnisku-chopina-CID3-IDY0CfZ.html;2;Kawalerka;Pozosta³e;28 m?;Tak;Firmowe;770 z³
Komfortowa kawalerka w spokojnej okolicy | SOLEC;2 400 z³;https://olx.pl/d/oferta/komfortowa-kawalerka-w-spokojnej-okolicy-solec-CID3-IDYq9WD.html;1;Kawalerka;Blok;30 m?;Tak;Prywatne;800 z³
Do wynajêcia 2 pokojwe mieszkanie przy metrze S³odowiec;1 000 z³;https://olx.pl/d/oferta/do-wynajecia-2-pokojwe-mieszkanie-przy-metrze-slodowiec-CID3-IDYnJem.html;7;2 pokoje;Blok;46 m?;Tak;Prywatne;700 z³
Wynajem mieszkania;3 300 z³;https://olx.pl/d/oferta/wynajem-mieszkania-CID3-IDXus19.html;3;2 pokoje;Blok;40 m?;Tak;Prywatne;600 z³
Elegancka kawalerka z antresol¹, 10 minut od Centrum;2 400 z³;https://olx.pl/d/oferta/elegancka-kawalerka-z-antresola-10-minut-od-centrum-CID3-IDCu8kH.html;1;Kawalerka;Apartamentowiec;29 m?;Tak;Firmowe;820 z³
3500z³ - apartament 2-pokoje w Warszawie w pe³ni wyposa¿ony Saska Kêpa;3 500 z³;https://olx.pl/d/oferta/3500zl-apartament-2-pokoje-w-warszawie-w-pelni-wyposazony-saska-kepa-CID3-IDVooUg.html;Parter;2 pokoje;Blok;52 m?;Tak;Prywatne;570 z³
